iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
87,250047,,0.31435,-0.39113,-0.002534,0.000868,0.912256,0.007674,0.072381,3.356682,1500.0,0.01,32.23,2425,1037,0.7005,0.7078,3.674,7974.9
88,253124,,0.15598,-0.70675,0.00528,0.000635,1.022855,0.006188,0.06,3.23345,3450.0,0.00667,31.71,2301,784,0.7459,0.6985,4.321,8072.0
89,257023,,0.27276,-0.47463,-0.000937,0.000529,0.90799,0.007949,0.056328,3.841031,4800.0,0.00333,32.39,2696,1211,0.69,0.6969,3.613,8192.4
90,260837,0.5625,0.25295,-0.51922,-0.00097,0.000478,0.96152,0.005726,0.038114,3.404664,27000.0,0.001,31.81,2655,1167,0.6947,0.5876,3.931,8327.1
91,263846,,0.29414,-0.41562,-0.000657,0.000963,0.930792,0.006165,0.072741,4.674953,23000.0,0.001,31.5,2181,836,0.7229,0.6744,4.051,8422.6
92,267303,,0.33888,-0.32628,-0.014249,0.000715,0.802512,0.003528,0.050502,3.669947,15000.0,0.001,32.34,2434,1031,0.7025,0.7007,3.624,8529.5
93,272037,,0.39108,-0.23267,0.002446,0.00062,0.789597,0.030009,0.073226,4.549505,18000.0,0.001,32.06,3110,1632,0.6558,0.6797,3.551,8677.2
94,275177,,0.39251,-0.22114,0.000885,0.001144,0.851379,0.011411,0.055233,5.352767,25000.0,0.001,31.71,2149,999,0.6827,0.6575,3.964,8776.2
95,278621,,0.37034,-0.27267,0.000138,0.001041,0.659821,0.015668,0.07452,6.15756,14000.0,0.001,32.36,2491,961,0.7216,0.805,3.498,8882.6
96,281936,,0.32007,-0.35364,0.002125,0.000933,0.775858,0.006438,0.057053,8.531675,18000.0,0.001,31.51,2354,969,0.7084,0.6644,3.862,8987.9
97,285316,,0.33863,-0.34696,0.002588,0.000746,0.782054,0.010597,0.057744,5.714353,16000.0,0.001,31.03,2364,1024,0.6978,0.6959,3.807,9096.8
98,287719,,0.29275,-0.40453,-0.001528,0.001058,0.744122,0.021987,0.081409,16.110703,20000.0,0.001,32.08,1803,608,0.7478,0.713,3.827,9171.7
99,290896,,0.25815,-0.48428,0.000394,0.000983,0.722685,0.008872,0.06241,5.192163,24000.0,0.001,32.12,2347,838,0.7369,0.7422,3.817,9270.6
100,294691,0.5925,0.3379,-0.32615,-0.002236,0.000582,0.726898,0.005259,0.05871,16.622253,18000.0,0.001,31.15,2575,1228,0.6771,0.6902,3.708,9408.3
101,298357,,0.39971,-0.20697,0.002537,0.000671,0.665617,0.01282,0.053917,9.557899,17000.0,0.001,31.81,2599,1075,0.7074,0.7306,3.555,9523.5
102,302132,,0.36669,-0.27669,-0.002361,0.000714,0.728367,0.007759,0.05828,3.81945,28000.0,0.001,32.19,2598,1185,0.6868,0.6578,3.884,9640.8
103,305248,,0.39422,-0.21677,-0.005684,0.001035,0.632767,0.010453,0.06482,10.482482,18000.0,0.001,31.51,2270,854,0.7266,0.7786,3.735,9739.7
104,309418,,0.39268,-0.22497,-0.000646,0.000715,0.677174,0.008149,0.05177,4.168187,18000.0,0.001,31.7,2829,1349,0.6771,0.6934,3.587,9871.3
105,311118,,0.27331,-0.43866,-0.00656,0.001972,0.724768,0.007935,0.054501,2.474832,16000.0,0.001,32.15,1301,407,0.7617,0.6987,4.022,9924.2
106,314141,,0.28171,-0.44732,-0.000135,0.000816,0.693451,0.009689,0.055656,8.800642,17000.0,0.001,32.21,2256,775,0.7443,0.7295,4.001,10018.0
107,317359,,0.40912,-0.19305,-0.006572,0.000708,0.700253,0.012286,0.072961,4.323987,21000.0,0.001,32.11,2261,965,0.7009,0.7588,3.821,10118.3
108,321004,,0.36663,-0.27913,0.000944,0.00066,0.582015,0.013065,0.060415,8.339949,14000.0,0.001,31.92,2515,1138,0.6885,0.7394,3.506,10232.5
109,325103,,0.35947,-0.28149,-0.007504,0.000472,0.597283,0.009637,0.054424,11.888583,19000.0,0.001,32.32,2767,1340,0.6737,0.7315,3.739,10359.3
110,328085,0.62,0.40089,-0.20823,-0.001094,0.000943,0.678395,0.010052,0.077862,12.744348,15000.0,0.001,31.56,2186,804,0.7311,0.741,3.891,10470.4
111,331471,,0.44098,-0.14931,-0.000136,0.001358,0.616956,0.009111,0.055043,4.100538,17000.0,0.001,31.59,2347,1047,0.6915,0.7293,3.646,10577.6
112,334160,,0.35503,-0.28211,0.005708,0.001726,0.765521,0.006814,0.068774,18.045361,24000.0,0.001,32.14,1912,785,0.7089,0.75,4.182,10661.3
113,339213,,0.35155,-0.30091,0.00436,0.000629,0.634462,0.017197,0.075812,15.053677,17000.0,0.001,31.53,3393,1668,0.6704,0.6884,3.901,10821.6
114,340801,,0.27181,-0.4632,-5e-05,0.001575,0.601566,0.002139,0.058725,2.480353,12000.0,0.001,31.36,1291,305,0.8089,0.8113,4.204,10872.3
115,346169,,0.49927,0.00079,-0.000664,0.000306,0.520441,0.011243,0.056754,5.909802,19000.0,0.001,32.2,3532,1844,0.657,0.7133,3.655,11039.0
116,349882,,0.46172,-0.07579,-0.027011,0.000935,0.529061,0.00548,0.040017,4.284231,16000.0,0.001,31.16,2538,1183,0.6821,0.8032,3.667,11158.2
117,355108,,0.49329,-0.01148,0.004633,0.000445,0.509606,0.015685,0.080823,16.957157,17000.0,0.001,31.99,3317,1917,0.6337,0.7794,3.559,11321.6
118,358191,,0.3584,-0.29796,-0.002464,0.000958,0.587003,0.007201,0.050824,3.553597,15000.0,0.001,32.34,2187,904,0.7075,0.6903,3.864,11416.9
119,361445,,0.44423,-0.11047,0.00081,0.001631,0.562819,0.007739,0.040424,3.54832,14000.0,0.001,32.37,2167,1095,0.6643,0.8116,3.528,11517.5
120,365344,0.5775,0.36933,-0.26007,-0.000616,0.001103,0.574822,0.01473,0.076742,26.569672,30000.0,0.001,32.34,2587,1320,0.6621,0.7297,3.899,11653.6
121,370145,,0.4223,-0.17342,0.002593,0.000726,0.551891,0.01069,0.058772,5.022811,25000.0,0.001,32.42,3185,1624,0.6623,0.724,3.824,11801.7
122,373550,,0.38056,-0.2495,-0.000832,0.001489,0.474978,0.012038,0.05822,5.055049,15000.0,0.001,31.07,2437,976,0.714,0.7868,3.749,11911.3
123,377575,,0.34149,-0.33314,0.005231,0.001181,0.533638,0.012048,0.076797,11.413592,17000.0,0.001,31.55,2850,1183,0.7067,0.7209,3.773,12038.9
124,381839,,0.33886,-0.31059,0.00246,0.00065,0.506557,0.011142,0.069164,8.319394,18000.0,0.001,32.46,3050,1222,0.714,0.7736,4.077,12170.3
125,386850,,0.4718,-0.06426,0.003933,0.000734,0.530254,0.018572,0.074476,8.566844,20000.0,0.001,32.09,3131,1888,0.6238,0.6998,4.162,12326.5
